,Title,Channel Title,Channel ID,Publish time,Duration,Number of comments,Number of likes,Number of views,video_id,url,Comment ID,Comment,Likes,Replies,Video ID
219,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugx0sEdgargYy_CiUXh4AaABAg,&quot;wAiT WhaT  wAs I tAlKing AbOut ?&quot;- casually said by sykkuno after getting double kill,8,0,hHyUOwruyZE
220,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzBDzJ0jBxYuOmC_pB4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=8m00s"">8:00</a> he just needs to be more team oriented tbh",30,0,hHyUOwruyZE
221,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzAEGU7WgeN62wzLIB4AaABAg,I love how he cut out the part where he indirectly but purposefully called Rae hot,2,0,hHyUOwruyZE
222,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyR3lrD795wahAkfLB4AaABAg,holy shit he judged them so hard (get it?;)) it was SO satisfying!!😍<br>anyway ima miss chamberkkuno :&#39;),4,0,hHyUOwruyZE
223,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwK85UR97EYqNouJLp4AaABAg,"Sykkuno that&#39;s like the cleaners Ace I&#39;d ever seen, also bro you using opp is very OP",0,0,hHyUOwruyZE
224,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugzh81C_UZMFw2PdtxV4AaABAg,that one standoff with sova was so funny it almost looks like it&#39;s been scripted. like the sova was a paid actor,15,0,hHyUOwruyZE
225,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgydjH4BNXXe3iZ8h6p4AaABAg,it was 2nd round so the other team didn&#39;t have full shield that&#39;s why he could one tap them with judge from that distance,1,0,hHyUOwruyZE
226,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgypoyPoTVYDpH0JA5B4AaABAg,"Sykkuno, I love your videos",9,0,hHyUOwruyZE
227,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzPS6_yrm2R5P-W3094AaABAg,Whoop! Another video from Sykkuno&#39;s channel. As always I liked the video before playing it. Please like the video guys ❤👌,0,0,hHyUOwruyZE
228,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugw1vGFhAN8gYjd1zNJ4AaABAg,I love your valorant videos.,0,0,hHyUOwruyZE
229,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwGKnOb0b0dVmRqfrV4AaABAg,This reminds me when he got an ace as Phoenix with spectre lmao,2,0,hHyUOwruyZE
230,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugzhu0Q3L5wO8rEbtrB4AaABAg,Hahahaha &quot;How dare he mini bag you like that!&quot;,8,0,hHyUOwruyZE
231,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyCWwQEve0_7wclUrJ4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=5m35s"">5:35</a> lol both of them are just chillin",3,0,hHyUOwruyZE
232,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugz7Ev1dIiQ51qoPGcB4AaABAg,I almost did a 1v5 but lost at that last reyna,0,0,hHyUOwruyZE
233,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxAsdbwkXgmatvzLBx4AaABAg,that ace kinda gave me a flashback of his other ace like 2 years ago lol,0,0,hHyUOwruyZE
234,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwJSn4T5iWBn8pVrFR4AaABAg,&quot;hey does this let you no-scope?&quot; <br>last words before disaster,0,0,hHyUOwruyZE
235,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwFKO1PRolBLFy-QPl4AaABAg,"Sykkuno will play LoL, just not with Lily 🤣",1,0,hHyUOwruyZE
236,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugy2NJpe_1uWL35NYxJ4AaABAg,I love the part he said he belongs lower rank than bronze,5,0,hHyUOwruyZE
237,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgysA07wAumqhYtIbU94AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=8m09s"">8:09</a> kinda hilarious",4,0,hHyUOwruyZE
238,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugx3-xlLuHy8l1U0I5t4AaABAg,Instead of breaking his leg go to his house and take his ctrl button. Tell this to rae,0,0,hHyUOwruyZE
239,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxncLl1pel-tRfqJ9p4AaABAg,Sykkuno:watch this watch this I called this the oh Jesus help!!! <br>Me:😂😆🤣,1,0,hHyUOwruyZE
240,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyAP4h8kkYtoksLTol4AaABAg,That moment when discord doesn’t let you upload your sick plays Bc the files too big :(,4,0,hHyUOwruyZE
241,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyBV2wTP139o3SnBJ54AaABAg,I can’t believe u did it with a judge how could you 🥲,1,0,hHyUOwruyZE
242,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwaLiuMlFwejx3hFhB4AaABAg,“wait we actually won?”,6,0,hHyUOwruyZE
243,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzHnO9vBRjENKh8sC54AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=6m38s"">6:38</a> &quot;watch this I call this the oh Jesus help!&quot; 🤣",0,0,hHyUOwruyZE
244,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxMPSHyDs_1dmnGIPp4AaABAg,Great vid very clean do☺️👍😁,1,0,hHyUOwruyZE
245,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzKHicVnavsb4RI4YB4AaABAg,“Please the rest of us are on Twitch please” <br>😂😂😂😂😂 IM DEAD LMAOOOO THey know 😂,0,0,hHyUOwruyZE
246,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugzvg17P7i8Oy9yHckF4AaABAg,Dude like a lot of people were watching him in the lol days tho. A lot of people i met from his streams said that they&#39;ve been watching him since lol. I mean like A LOT!,0,0,hHyUOwruyZE
247,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugx8AQjSGy_jmA4UIUh4AaABAg,Mowing down ecos with a judge and calling it a 1v5 in a 5v5 is crazy stupid.,0,0,hHyUOwruyZE
248,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugxy5VcSAn7-iNvdhoF4AaABAg,The judge is OP,1,0,hHyUOwruyZE
249,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwP_ibOWLPTGvn0TRh4AaABAg,since before the Drama ive had the line &quot;the crackers grommit! we forgot the CRACKERS&quot; from wallace and grommit stuck in my head,0,0,hHyUOwruyZE
250,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugwj2ILDlQU_FXbbmZh4AaABAg,Lily - “Fuck” <br><br>Mood,2,0,hHyUOwruyZE
251,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwIy-WabZd13FzRhad4AaABAg,How come your vids has become shorter? I loved the 30-50 min vids!,0,0,hHyUOwruyZE
252,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyZPobK6qvlrVnVTXh4AaABAg,HE’S CRACKED,0,0,hHyUOwruyZE
253,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwGYZUYxAf6n5m6JOd4AaABAg,That’s not what a 1v5 is. There are so many more variables when you’re in a real 1v5 compared to mowing down ecos lmao,0,0,hHyUOwruyZE
254,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyvpSP28402u7KqtRl4AaABAg,Content King &lt;3,2,0,hHyUOwruyZE
255,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyJ5T5hPee56IHDQk14AaABAg,&#39;i call this the OH JESUS HELP&#39;,2,0,hHyUOwruyZE
256,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzCfygV89clG555KdF4AaABAg,"old sykkuno was very caring, now just trolls",0,0,hHyUOwruyZE
257,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxhVQ0e3FPAefmydE54AaABAg,Nice video I was about to play Valorant but I’m banned,0,0,hHyUOwruyZE
258,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugx71u0KPJ3rTQwQYYF4AaABAg,he should do that tiktok clutch trend no capp,0,0,hHyUOwruyZE
259,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzyQJVf5nTu_DgCA3h4AaABAg,Lol the music goes SO well.,0,0,hHyUOwruyZE
260,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugyq0TXnIDidgSw_cCV4AaABAg,Why&#39;d the thumbnail make him look high??? 😭,0,0,hHyUOwruyZE
261,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzKCFDljeAH9iRV8BV4AaABAg,that title didnt spoil anything i swear,0,0,hHyUOwruyZE
262,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwGwSYnAToe_rkEoDd4AaABAg,The best valorant video I have seen in my life,0,0,hHyUOwruyZE
263,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwISrBp0Ry38JijkLR4AaABAg,Patch the judge riot for gods sake!,1,0,hHyUOwruyZE
264,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxWrmvtnlwFRJ2Fvrh4AaABAg,Ace you abe them :D xD,0,0,hHyUOwruyZE
265,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzAZPn6FhLjYp1ne4l4AaABAg,Let&#39;s go!!,0,0,hHyUOwruyZE
266,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzA-XG-K_Nq1pLUc4R4AaABAg,BO? what a great guy,0,0,hHyUOwruyZE
267,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyVJJgqsEjg4Irb-Nh4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=5m14s"">5:14</a> did he play against vinnie hacker 0000:",0,0,hHyUOwruyZE
268,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwLnMTjAkcy7oKI1q54AaABAg,"29,808 views, 3.3k likes, 76 comments, 2.66M subscribers. Nice!!",1,0,hHyUOwruyZE
269,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugx_q_t3oT9ljCpAajt4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=2m18s"">2:18</a> not anymore",4,0,hHyUOwruyZE
270,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugzkz61V38GuIR0DmdJ4AaABAg,not a 1v5 but cool video,0,0,hHyUOwruyZE
271,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgydwSwuZatmB9vEBAt4AaABAg,i want to play valorant but my computer can&#39;t :&lt;,1,0,hHyUOwruyZE
272,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwUdN5XNog_15GE35J4AaABAg,I miss the gta uploads... I cant watch a full 1 hour or more videos😭,0,0,hHyUOwruyZE
273,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyqLNRPo71VcVWYdJB4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=9m35s"">9:35</a>",5,0,hHyUOwruyZE
274,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwlZohBqPrgPfgHSrl4AaABAg,that wasnt a 1v5...,0,0,hHyUOwruyZE
275,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugy6GIHlioUeYcol9lZ4AaABAg,I’m ninja I can 1v500 people :),0,0,hHyUOwruyZE
276,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugyd7uOoXuK1QVVru654AaABAg,im super early for sykunno 🤠,0,0,hHyUOwruyZE
277,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwCjWJhs4l3gFd-BKd4AaABAg,are you going to stream tonight?,0,0,hHyUOwruyZE
278,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyHCt4rjKWLJFIn6qx4AaABAg,Sykkuno can you play with me valorant ?,0,0,hHyUOwruyZE
279,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxXNp709lTISV3_LPJ4AaABAg,GG EZ,0,0,hHyUOwruyZE
280,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxDkL1HUGzRnur5aWN4AaABAg,I can believe,0,0,hHyUOwruyZE
281,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzHTTSNntE4NqaPPmR4AaABAg,ACEKUNNO,0,0,hHyUOwruyZE
282,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxwAZQs4O_TOKOUk9F4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=2m20s"">2:20</a>",1,0,hHyUOwruyZE
283,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyE8rVtl95RVDJpxZB4AaABAg,Hi sykunno!,1,0,hHyUOwruyZE
284,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgzEDQOwQ5qpox044MN4AaABAg,"<a href=""https://www.youtube.com/watch?v=hHyUOwruyZE&amp;t=1m51s"">1:51</a> Laker fans here? 🤣",0,0,hHyUOwruyZE
285,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugw4h1JdKGnEiAw_1ip4AaABAg,sykkuno posted Pog,0,0,hHyUOwruyZE
286,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyaBYI7JuucyW0da1F4AaABAg,I CALL THIS THE OH JESUS HELP!!!😂,0,0,hHyUOwruyZE
287,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwW0S1vRrqBpthD0Ot4AaABAg,"I&#39;m confused, you can&#39;t say crackers on twitch ?",1,2,hHyUOwruyZE
288,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxtfYMYqIvImKlSYwV4AaABAg,🤣💚,0,0,hHyUOwruyZE
289,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgwhGoKp947pXvVXot94AaABAg,Im fast clicker💅,1,0,hHyUOwruyZE
290,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgxAlGnikqze7Fz3QWR4AaABAg,"Hey Sykkuno if you had a hard reset as a streamer, how would you go about rebuilding?",0,0,hHyUOwruyZE
291,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,Ugz6Kwxx4akK04kz0_l4AaABAg,WHA-WHAT??!!,0,0,hHyUOwruyZE
292,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyXvCzhf1bWhN75c_d4AaABAg,Everyone commenting first before actually watching it 🤡,3,0,hHyUOwruyZE
293,I couldn't believe I did this 1v5 ACE!,Sykkuno,UCRAEUAmW9kletIzOxhpLRFw,2022-01-15T17:24:46Z,10:20,164,15988,338205,hHyUOwruyZE,https://www.youtube.com/watch?v=hHyUOwruyZE,UgyPNRNKt6MxiTxyPk54AaABAg,More Valo more Valo more Valo more Valo more Valo,0,0,hHyUOwruyZE
